genome	species	repgenome	repgenome_n50	repgenome_dataset	label	clade
GCA_018021045.1_PDT000968337.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	48482	ncbi	human	II
GCA_018021015.1_PDT000968344.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	35367	ncbi	human	II
GCA_018020995.1_PDT000968360.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	23358	ncbi	human	II
GCA_018020975.1_PDT000968485.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34887	ncbi	human	II
GCA_018020955.1_PDT000968498.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32123	ncbi	human	II
GCA_018020495.1_PDT000976579.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37615	ncbi	human	II
GCA_018018055.1_PDT000987209.1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	79675	ncbi	animal	I
GCA_018017375.1_PDT000991330.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	63586	ncbi	food	II
GCA_018016535.1_PDT000995084.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	25218	ncbi	human	II
GCA_018016515.1_PDT000995114.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	27692	ncbi	human	II
GCA_018016195.1_PDT000995440.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	27651	ncbi	human	II
GCA_018016035.1_PDT000996266.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	25954	ncbi	human	II
GCA_018015995.1_PDT000996489.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	24318	ncbi	human	II
GCA_018015975.1_PDT000996589.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	30110	ncbi	human	II
GCA_018015955.1_PDT000996613.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	35398	ncbi	human	II
GCA_018015935.1_PDT000996797.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34963	ncbi	human	II
GCA_018015915.1_PDT000996720.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	27298	ncbi	human	II
GCA_018015895.1_PDT000996841.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32178	ncbi	human	II
GCA_018003575.1_ASM1800357v1	Enterococcus aquimarinus	Ente_sp_CF1B_V1	6447	ncbi	env_human	IV
GCA_017994305.1_ASM1799430v1	Enterococcus aquimarinus	Ente_sp_CF1B_V1	10839	ncbi	env_human	IV
GCA_017987595.1_ASM1798759v1	Enterococcus aquimarinus	Ente_sp_CF1B_V1	5302	ncbi	env_human	IV
GCA_017980455.1_PDT000702217.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34789	ncbi	na	II
GCA_017979245.1_PDT000701467.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	39590	ncbi	human	II
GCA_017979205.1_PDT000704468.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	36372	ncbi	human	II
GCA_017979185.1_PDT000693989.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37964	ncbi	na	II
GCA_017978765.1_PDT000494488.1	Enterococcus hirae	GCA_013391205.1_ASM1339120v1	201182	ncbi	animal	II
GCA_017978685.1_PDT000704560.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	24668	ncbi	human	II
GCA_017978645.1_PDT000709790.1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	94339	ncbi	animal	I
GCA_017976845.1_PDT000519798.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	69705	ncbi	animal	II
GCA_017976825.1_PDT000701767.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	38110	ncbi	na	II
GCA_017976805.1_PDT000699596.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34393	ncbi	human	II
GCA_017976785.1_PDT000701931.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	35882	ncbi	human	II
GCA_017976765.1_PDT000702205.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37665	ncbi	na	II
GCA_017976745.1_PDT000703526.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	25194	ncbi	human	II
GCA_017976725.1_PDT000703941.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	29411	ncbi	human	II
GCA_017976685.1_PDT000741814.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37671	ncbi	human	II
GCA_017976645.1_PDT000741872.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34330	ncbi	human	II
GCA_017976665.1_PDT000741868.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	35576	ncbi	human	II
GCA_017976625.1_PDT000820254.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	39013	ncbi	human	II
GCA_017976605.1_PDT000820234.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	39013	ncbi	human	II
GCA_017976565.1_PDT000974509.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	19504	ncbi	human	II
GCA_017976465.1_PDT000700148.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	30423	ncbi	human	II
GCA_017976445.1_PDT000481379.1	Enterococcus hirae	GCA_013391205.1_ASM1339120v1	140670	ncbi	animal	II
GCA_017977325.1_PDT000704299.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34687	ncbi	human	II
GCA_017966945.1_PDT001005872.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	28332	ncbi	human	II
GCA_017966885.1_PDT001005887.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	24416	ncbi	human	II
GCA_017966625.1_PDT001005864.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	22021	ncbi	human	II
GCA_017966585.1_PDT001005863.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	23208	ncbi	human	II
GCA_017966605.1_PDT001005862.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	19922	ncbi	human	II
GCA_017966555.1_PDT001005865.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	42886	ncbi	human	II
GCA_017966545.1_PDT001005866.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	31407	ncbi	human	II
GCA_017966525.1_PDT001005870.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	29814	ncbi	human	II
GCA_017966505.1_PDT001005869.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	19221	ncbi	human	II
GCA_017966485.1_PDT001005871.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	25283	ncbi	human	II
GCA_017966465.1_PDT001005873.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	21394	ncbi	human	II
GCA_017966445.1_PDT001005874.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	27846	ncbi	human	II
GCA_017966425.1_PDT001005876.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	30016	ncbi	human	II
GCA_017966405.1_PDT001005875.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	19478	ncbi	human	II
GCA_017966385.1_PDT001005877.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	25526	ncbi	human	II
GCA_017966365.1_PDT001005878.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	23827	ncbi	human	II
GCA_017966345.1_PDT001005879.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	23895	ncbi	human	II
GCA_017966325.1_PDT001005880.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	20886	ncbi	human	II
GCA_017966305.1_PDT001005881.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	25413	ncbi	human	II
GCA_017966285.1_PDT001005882.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	29097	ncbi	human	II
GCA_017966265.1_PDT001005884.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34772	ncbi	human	II
GCA_017966245.1_PDT001005885.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	29106	ncbi	human	II
GCA_017966225.1_PDT001005883.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	26150	ncbi	human	II
GCA_017966205.1_PDT001005886.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	27615	ncbi	human	II
GCA_017966165.1_PDT001005889.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	28130	ncbi	human	II
GCA_017966185.1_PDT001005888.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	26183	ncbi	human	II
GCA_017966145.1_PDT001005890.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	31595	ncbi	human	II
GCA_017966105.1_PDT001005892.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	23998	ncbi	human	II
GCA_017966125.1_PDT001005891.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34960	ncbi	human	II
GCA_017966085.1_PDT001005893.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	36520	ncbi	human	II
GCA_017966065.1_PDT001005894.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	40377	ncbi	human	II
GCA_017966045.1_PDT001005895.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	18171	ncbi	human	II
GCA_017966025.1_PDT001005897.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	21991	ncbi	human	II
GCA_017965985.1_PDT001005898.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	22106	ncbi	human	II
GCA_017965885.1_PDT001005905.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	22681	ncbi	human	II
GCA_017971685.1_PDT001005867.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	25750	ncbi	human	II
GCA_017970185.1_PDT001005896.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	42337	ncbi	human	II
GCA_017970165.1_PDT001005868.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34960	ncbi	human	II
GCA_017942585.1_ASM1794258v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	169789	ncbi	env	I
GCA_017942505.1_ASM1794250v1	Enterococcus faecium B	GCA_015767715.1_ASM1576771v1	140679	ncbi	env	II
GCA_017942445.1_ASM1794244v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	357690	ncbi	env	I
GCA_017942435.1_ASM1794243v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	169789	ncbi	env	I
GCA_017942425.1_ASM1794242v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	213411	ncbi	env	I
GCA_017942395.1_ASM1794239v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	311156	ncbi	env	I
GCA_017942385.1_ASM1794238v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	273905	ncbi	env	I
GCA_017942365.1_ASM1794236v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	80488	ncbi	env	I
GCA_017942335.1_ASM1794233v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	215585	ncbi	env	I
GCA_017939585.1_ASM1793958v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	393341	ncbi	env	I
GCA_017939215.1_ASM1793921v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	279944	ncbi	env	I
GCA_017939185.1_ASM1793918v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	357679	ncbi	env	I
GCA_017900535.1_PDT001003425.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37103	ncbi	human	II
GCA_017898025.1_ASM1789802v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2792149	ncbi	human	II
GCA_017898005.1_ASM1789800v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2869878	ncbi	human	II
GCA_017897965.1_ASM1789796v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2869878	ncbi	human	II
GCA_017888145.1_ASM1788814v1	Enterococcus gallinarum	GCA_003320875.1_ASM332087v1	10299	ncbi	animal	IV
GCA_017887545.1_ASM1788754v1	Enterococcus hirae	GCA_013391205.1_ASM1339120v1	39376	ncbi	animal	II
GCA_017874975.1_ASM1787497v1	Enterococcus alcedinis	GCA_017874975.1_ASM1787497v1	194126	ncbi	na	IV
GCA_017874895.1_ASM1787489v1	Enterococcus rivorum	GCA_017874895.1_ASM1787489v1	80358	ncbi	na	I
GCA_017851515.1_ASM1785151v1	Enterococcus avium	GCA_003711125.1_ASM371112v1	18382	ncbi	human	III
GCA_017845355.1_ASM1784535v1	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	177384	ncbi	animal	I
GCA_017830045.1_ASM1783004v1	Enterococcus sp. 26	GCA_017830045.1_ASM1783004v1	365294	ncbi	animal	I
GCA_009498175.3_ASM949817v3	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	2804126	ncbi	animal	I
GCA_017815695.1_ASM1781569v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2793479	ncbi	human	II
GCA_017815675.1_ASM1781567v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2788375	ncbi	human	II
GCA_017815655.1_ASM1781565v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	2835007	ncbi	human	II
GCA_017807475.1_PDT000996241.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	28601	ncbi	human	II
GCA_017812035.1_ASM1781203v1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	168142	ncbi	human	II
GCA_009498155.2_ASM949815v2	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	2846134	ncbi	animal	I
GCA_001886675.2_ASM188667v2	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	2668255	ncbi	animal	I
GCA_001878735.3_ASM187873v3	Enterococcus faecalis OG1RF	GCA_905120565.1_26975_1_52	2693039	ncbi	animal	I
GCA_017788745.1_PDT000996374.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34330	ncbi	human	II
GCA_017788685.1_PDT000996296.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32696	ncbi	human	II
GCA_017788665.1_PDT000996271.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37146	ncbi	human	II
GCA_017788645.1_PDT000996297.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34572	ncbi	human	II
GCA_017788615.1_PDT000996358.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37146	ncbi	human	II
GCA_017788605.1_PDT000996384.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32533	ncbi	human	II
GCA_017788585.1_PDT000996416.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34572	ncbi	human	II
GCA_017788565.1_PDT000996394.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	46981	ncbi	human	II
GCA_017788545.1_PDT000996403.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	46981	ncbi	human	II
GCA_017788525.1_PDT000996609.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37551	ncbi	human	II
GCA_017788485.1_PDT000996551.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37204	ncbi	human	II
GCA_017788505.1_PDT000996475.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	30134	ncbi	human	II
GCA_017788465.1_PDT000996438.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	40668	ncbi	human	II
GCA_017788445.1_PDT000996485.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34962	ncbi	human	II
GCA_017788425.1_PDT000996628.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	40414	ncbi	human	II
GCA_017788385.1_PDT000996634.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	38457	ncbi	human	II
GCA_017788405.1_PDT000996714.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	30589	ncbi	human	II
GCA_017788365.1_PDT000996664.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37551	ncbi	human	II
GCA_017788345.1_PDT000996699.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	30006	ncbi	human	II
GCA_017788325.1_PDT000996725.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	40414	ncbi	human	II
GCA_017788305.1_PDT000996804.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	31704	ncbi	human	II
GCA_017788285.1_PDT000996788.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34963	ncbi	human	II
GCA_017788265.1_PDT000996805.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	25555	ncbi	human	II
GCA_017788245.1_PDT000996742.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32168	ncbi	human	II
GCA_017788225.1_PDT000996728.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	31204	ncbi	human	II
GCA_017788205.1_PDT000996840.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	47396	ncbi	human	II
GCA_017788185.1_PDT000996937.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34636	ncbi	human	II
GCA_017788165.1_PDT000997082.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	27918	ncbi	human	II
GCA_017788145.1_PDT000996846.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	38904	ncbi	human	II
GCA_017788125.1_PDT000997011.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	31896	ncbi	human	II
GCA_017782545.1_PDT000996800.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32552	ncbi	human	II
GCA_017774615.1_PDT000996535.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	31056	ncbi	human	II
GCA_017771765.1_PDT000996414.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	36998	ncbi	human	II
GCA_017771745.1_PDT000996298.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34392	ncbi	human	II
GCA_017771725.1_PDT000996689.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	26134	ncbi	human	II
GCA_017770705.1_PDT000996274.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34800	ncbi	human	II
GCA_017767585.1_PDT000996915.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34861	ncbi	human	II
GCA_017759365.1_PDT000996382.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	38923	ncbi	human	II
GCA_017754285.1_PDT000996255.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	20236	ncbi	human	II
GCA_017754265.1_PDT000996326.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	40414	ncbi	human	II
GCA_017754245.1_PDT000996578.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34636	ncbi	human	II
GCA_017754225.1_PDT000996611.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32552	ncbi	human	II
GCA_017754205.1_PDT000996744.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32808	ncbi	human	II
GCA_017754165.1_PDT000996616.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32542	ncbi	human	II
GCA_017754185.1_PDT000996769.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	19949	ncbi	human	II
GCA_017754145.1_PDT000996807.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34687	ncbi	human	II
GCA_017754125.1_PDT000996784.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	35398	ncbi	human	II
GCA_017754105.1_PDT000996991.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	38904	ncbi	human	II
GCA_017754085.1_PDT000997053.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	38249	ncbi	human	II
GCA_017754065.1_PDT000997061.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	20691	ncbi	human	II
GCA_017754045.1_PDT000996941.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	13034	ncbi	human	II
GCA_017754005.1_PDT000997039.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37551	ncbi	human	II
GCA_017753985.1_PDT000997102.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	40414	ncbi	human	II
GCA_017753965.1_PDT000997025.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	35400	ncbi	human	II
GCA_017730755.1_PDT000996496.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37016	ncbi	human	II
GCA_017729695.1_PDT000996419.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37146	ncbi	human	II
GCA_017728825.1_PDT000996732.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	29018	ncbi	human	II
GCA_017728775.1_PDT000996308.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	31049	ncbi	human	II
GCA_017727735.1_PDT000997099.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	40826	ncbi	human	II
GCA_017725595.1_PDT000997051.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34118	ncbi	human	II
GCA_017724595.1_PDT000996277.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	28635	ncbi	human	II
GCA_017724555.1_PDT000996513.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37000	ncbi	human	II
GCA_017722315.1_PDT000996688.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	38904	ncbi	human	II
GCA_017729655.1_PDT000996606.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34636	ncbi	human	II
GCA_017721515.1_PDT000996249.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	29079	ncbi	human	II
GCA_017721495.1_PDT000996591.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32178	ncbi	human	II
GCA_017721475.1_PDT000996708.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	31095	ncbi	human	II
GCA_017721455.1_PDT000996723.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	40414	ncbi	human	II
GCA_017721435.1_PDT000996724.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	39259	ncbi	human	II
GCA_017721355.1_PDT000997027.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	24575	ncbi	human	II
GCA_017719455.1_PDT000996577.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	40414	ncbi	human	II
GCA_017719435.1_PDT000996317.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	40113	ncbi	human	II
GCA_017719415.1_PDT000996739.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	23830	ncbi	human	II
GCA_017719395.1_PDT000996981.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34667	ncbi	human	II
GCA_017718455.1_PDT000996240.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	35882	ncbi	human	II
GCA_017718435.1_PDT000996439.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	39013	ncbi	human	II
GCA_017718415.1_PDT000996806.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	12801	ncbi	human	II
GCA_017718395.1_PDT000996602.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	35398	ncbi	human	II
GCA_017717355.1_PDT000996306.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37149	ncbi	human	II
GCA_017716255.1_PDT000995668.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	46137	ncbi	human	II
GCA_017716235.1_PDT000995670.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	37328	ncbi	human	II
GCA_017716175.1_PDT000996517.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	24600	ncbi	human	II
GCA_017716115.1_PDT000996502.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	23144	ncbi	human	II
GCA_017716155.1_PDT000996497.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	21310	ncbi	human	II
GCA_017715895.1_PDT000996365.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	22582	ncbi	human	II
GCA_017715855.1_PDT000996253.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	24887	ncbi	human	II
GCA_017715865.1_PDT000996331.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	22650	ncbi	human	II
GCA_017715835.1_PDT000996380.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	34331	ncbi	human	II
GCA_017715815.1_PDT000996422.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	28253	ncbi	human	II
GCA_017715795.1_PDT000996431.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	27722	ncbi	human	II
GCA_017715775.1_PDT000996451.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	25268	ncbi	human	II
GCA_017715755.1_PDT000996461.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	31445	ncbi	human	II
GCA_017715735.1_PDT000996478.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	30459	ncbi	human	II
GCA_017715715.1_PDT000996476.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	29572	ncbi	human	II
GCA_017715695.1_PDT000996487.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	26850	ncbi	human	II
GCA_017715675.1_PDT000996519.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	32909	ncbi	human	II
GCA_017715655.1_PDT000996559.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	33576	ncbi	human	II
GCA_017715635.1_PDT000996593.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	29174	ncbi	human	II
GCA_017715615.1_PDT000996615.1	Enterococcus faecium A	GCA_009938075.1_ASM993807v1	23641	ncbi	human	II
