genome	completeness	contamination	strain_heterogeneity	genome_size	phylosift_flag	n50	num_comp	dataset
GCA_017706915.1_PDT000996445.1	98.99	1.01	100.0	3063276	1.0	29876	231	ncbi
GCA_017706935.1_PDT000996443.1	98.99	3.03	100.0	3106030	1.0	40837	201	ncbi
GCA_017706955.1_PDT000996441.1	98.99	0.0	0.0	3084224	0.0	40644	203	ncbi
GCA_017706975.1_PDT000996440.1	98.99	5.05	100.0	3142316	1.0	37000	223	ncbi
GCA_017706995.1_PDT000996436.1	98.99	0.0	0.0	3075903	0.0	37214	215	ncbi
GCA_017707015.1_PDT000996435.1	98.99	0.0	0.0	3126216	0.0	39013	189	ncbi
GCA_017707035.1_PDT000996434.1	98.99	1.01	100.0	3052008	0.0	37146	202	ncbi
GCA_017707055.1_PDT000996433.1	98.99	2.02	100.0	3166184	1.0	37146	198	ncbi
GCA_017707075.1_PDT000996429.1	98.99	0.0	0.0	3076615	0.0	37551	216	ncbi
GCA_017707095.1_PDT000996428.1	98.99	5.05	100.0	3115679	1.0	37000	206	ncbi
GCA_017707115.1_PDT000996430.1	98.99	0.0	0.0	3105917	0.0	33260	213	ncbi
GCA_017707135.1_PDT000996427.1	96.97	0.0	0.0	3159474	0.0	40637	198	ncbi
GCA_017707155.1_PDT000996426.1	98.99	2.02	100.0	3146717	0.0	40478	193	ncbi
GCA_017707175.1_PDT000996425.1	98.99	0.0	0.0	3077764	0.0	40654	201	ncbi
GCA_017707195.1_PDT000996424.1	98.99	3.03	100.0	3089165	1.0	34789	196	ncbi
GCA_017707215.1_PDT000996423.1	98.99	3.03	100.0	3162799	0.0	40636	200	ncbi
GCA_017707235.1_PDT000996418.1	98.99	2.02	100.0	3169519	0.0	37117	199	ncbi
GCA_017707255.1_PDT000996420.1	98.99	0.0	0.0	3035365	0.0	29109	269	ncbi
GCA_017707275.1_PDT000996417.1	98.99	3.03	100.0	3140071	0.0	36820	208	ncbi
GCA_017707295.1_PDT000996413.1	98.99	1.01	100.0	3044747	0.0	23923	284	ncbi
GCA_017707315.1_PDT000996404.1	98.99	2.02	100.0	2939534	1.0	45795	191	ncbi
GCA_017707335.1_PDT000996408.1	98.99	0.0	0.0	3117190	0.0	14125	438	ncbi
GCA_017707355.1_PDT000996409.1	98.99	0.0	0.0	3192404	0.0	36948	228	ncbi
GCA_017707375.1_PDT000996822.1	98.99	3.03	100.0	3091436	1.0	27873	244	ncbi
GCA_017707395.1_PDT000996402.1	98.99	0.0	0.0	3135171	0.0	40635	211	ncbi
GCA_017707415.1_PDT000996802.1	98.99	0.0	0.0	2998694	0.0	20360	300	ncbi
GCA_017707435.1_PDT000996766.1	98.99	0.0	0.0	3027625	0.0	31704	260	ncbi
GCA_017707455.1_PDT000996792.1	98.99	3.03	100.0	3096408	1.0	37204	231	ncbi
GCA_017707475.1_PDT000996763.1	98.99	1.01	100.0	3052074	0.0	26320	285	ncbi
GCA_017707495.1_PDT000996762.1	98.99	0.0	0.0	3077734	0.0	33452	263	ncbi
GCA_017707515.1_PDT000996722.1	98.99	0.0	0.0	3018799	0.0	22031	316	ncbi
GCA_017707535.1_PDT000996716.1	98.99	1.52	50.0	3143985	0.0	27797	381	ncbi
GCA_017707555.1_PDT000996697.1	98.99	0.0	0.0	2971708	0.0	32968	265	ncbi
GCA_017707575.1_PDT000996696.1	98.99	0.0	0.0	2988533	0.0	40415	213	ncbi
GCA_017707585.1_PDT000996675.1	98.99	0.0	0.0	3083018	0.0	41165	222	ncbi
GCA_017707615.1_PDT000996690.1	98.99	1.01	100.0	3099205	0.0	40414	230	ncbi
GCA_017707635.1_PDT000996676.1	98.99	1.01	100.0	3097274	0.0	39259	222	ncbi
GCA_017707655.1_PDT000996649.1	98.99	0.0	0.0	2960583	0.0	45376	191	ncbi
GCA_017707675.1_PDT000996641.1	98.99	0.0	0.0	3056715	0.0	35398	233	ncbi
GCA_017707695.1_PDT000996614.1	98.99	1.01	100.0	3065185	0.0	32970	250	ncbi
GCA_017707715.1_PDT000996619.1	98.99	0.0	0.0	3041463	0.0	25776	284	ncbi
GCA_017707735.1_PDT000996599.1	98.99	1.01	100.0	3059559	0.0	31664	236	ncbi
GCA_017707755.1_PDT000996605.1	98.99	5.05	100.0	3070161	0.0	37016	198	ncbi
GCA_017707775.1_PDT000996564.1	98.99	0.0	0.0	2932878	0.0	27624	278	ncbi
GCA_017707795.1_PDT000996534.1	98.99	0.0	0.0	3005360	0.0	17140	364	ncbi
GCA_017707815.1_PDT000996466.1	98.99	0.0	0.0	2997480	0.0	32910	206	ncbi
GCA_017707835.1_PDT000996415.1	98.99	0.0	0.0	3137181	0.0	38923	208	ncbi
GCA_017707855.1_PDT000996437.1	98.99	2.02	100.0	3129388	1.0	40953	210	ncbi
GCA_017707875.1_PDT000996401.1	98.99	0.0	0.0	2955635	0.0	39819	193	ncbi
GCA_017707895.1_PDT000996399.1	98.99	0.0	0.0	2969369	0.0	45748	186	ncbi
GCA_017707915.1_PDT000996400.1	98.99	0.0	0.0	3061190	0.0	37000	193	ncbi
GCA_017707935.1_PDT000996395.1	98.99	3.03	100.0	3088023	1.0	37000	195	ncbi
GCA_017707955.1_PDT000996398.1	98.99	0.0	0.0	2931828	0.0	36570	193	ncbi
GCA_017707975.1_PDT000996393.1	98.99	0.0	0.0	3135488	0.0	40636	200	ncbi
GCA_017707995.1_PDT000996389.1	98.99	2.02	100.0	3152425	0.0	26249	257	ncbi
GCA_017708015.1_PDT000996383.1	98.99	2.02	100.0	3057762	1.0	37000	206	ncbi
GCA_017708025.1_PDT000996388.1	98.99	2.02	100.0	3061951	0.0	37000	204	ncbi
GCA_017708055.1_PDT000996381.1	98.99	1.01	100.0	3041097	0.0	37077	202	ncbi
GCA_017708075.1_PDT000996378.1	98.99	0.0	0.0	3044849	0.0	31843	213	ncbi
GCA_017708095.1_PDT000996377.1	98.99	0.0	0.0	3226915	0.0	33777	288	ncbi
GCA_017708115.1_PDT000996376.1	98.99	1.01	100.0	3089514	0.0	37214	238	ncbi
GCA_017708135.1_PDT000996373.1	98.99	0.51	100.0	3077188	0.0	34636	221	ncbi
GCA_017708155.1_PDT000996371.1	98.99	0.0	0.0	3124131	0.0	38923	215	ncbi
GCA_017708175.1_PDT000996367.1	98.99	0.0	0.0	2945086	0.0	36568	215	ncbi
GCA_017708195.1_PDT000996362.1	98.99	0.0	0.0	2897482	0.0	31107	209	ncbi
GCA_017708215.1_PDT000996357.1	98.99	0.0	0.0	3038486	0.0	34636	204	ncbi
GCA_017708235.1_PDT000996356.1	98.99	2.02	100.0	3107109	0.0	38902	222	ncbi
GCA_017708255.1_PDT000996353.1	98.99	0.0	0.0	3105896	0.0	33263	216	ncbi
GCA_017708275.1_PDT000997117.1	98.99	4.04	100.0	3081795	1.0	37000	201	ncbi
GCA_017708295.1_PDT000996741.1	98.99	0.0	0.0	3131129	0.0	34687	266	ncbi
GCA_017708315.1_PDT000996731.1	98.99	0.0	0.0	3051795	0.0	32808	271	ncbi
GCA_017708335.1_PDT000996364.1	98.99	1.01	100.0	3055543	0.0	34962	219	ncbi
GCA_017708355.1_PDT000996387.1	98.99	5.05	100.0	3114489	1.0	37016	201	ncbi
GCA_017708375.1_PDT000996702.1	98.99	0.0	0.0	3047831	0.0	27517	269	ncbi
GCA_017708395.1_PDT000996717.1	98.99	1.01	100.0	3073588	0.0	34330	242	ncbi
GCA_017708415.1_PDT000996640.1	98.99	0.0	0.0	3054692	0.0	34636	241	ncbi
GCA_017708435.1_PDT000996660.1	98.99	0.0	0.0	3057927	0.0	34330	242	ncbi
GCA_017708455.1_PDT000996350.1	98.99	3.03	100.0	3057722	0.0	37146	191	ncbi
GCA_017708475.1_PDT000996351.1	98.99	0.0	0.0	3091014	0.0	36534	211	ncbi
GCA_017708495.1_PDT000996352.1	98.99	2.02	100.0	3103650	0.0	37551	213	ncbi
GCA_017708515.1_PDT000996349.1	98.99	0.0	0.0	3013817	0.0	25516	242	ncbi
GCA_017708535.1_PDT000996348.1	98.99	1.01	100.0	3142126	0.0	34650	188	ncbi
GCA_017708555.1_PDT000996345.1	98.99	3.03	100.0	3129531	1.0	40414	208	ncbi
GCA_017708575.1_PDT000996347.1	98.99	0.0	0.0	3106341	0.0	38635	200	ncbi
GCA_017708595.1_PDT000996343.1	98.99	2.02	100.0	3106754	0.0	34962	195	ncbi
GCA_017708615.1_PDT000996342.1	98.99	2.02	100.0	3040704	0.0	24234	261	ncbi
GCA_017708635.1_PDT000996340.1	98.99	4.04	100.0	3072045	0.0	37000	207	ncbi
GCA_017708655.1_PDT000996339.1	98.99	2.02	100.0	3114795	0.0	40414	217	ncbi
GCA_017708675.1_PDT000996338.1	98.99	0.0	0.0	3078722	0.0	37551	211	ncbi
GCA_017708695.1_PDT000996337.1	98.99	2.02	100.0	3102126	1.0	34331	217	ncbi
GCA_017708715.1_PDT000996335.1	98.99	0.0	0.0	2946931	0.0	33039	238	ncbi
GCA_017708735.1_PDT000996334.1	98.99	0.0	0.0	3076546	0.0	32552	257	ncbi
GCA_017708755.1_PDT000996333.1	98.99	0.0	0.0	2939539	0.0	36568	200	ncbi
GCA_017708775.1_PDT000996332.1	98.99	5.05	100.0	3168906	0.0	31047	244	ncbi
GCA_017708795.1_PDT000996327.1	98.99	2.02	100.0	3134354	0.0	39223	222	ncbi
GCA_017708815.1_PDT000996328.1	98.99	0.34	100.0	3040955	0.0	37146	200	ncbi
GCA_017708835.1_PDT000996325.1	98.99	5.05	100.0	3172536	1.0	37000	207	ncbi
GCA_017708855.1_PDT000996324.1	98.99	0.0	0.0	3132730	0.0	30547	351	ncbi
GCA_017708875.1_PDT000996322.1	98.99	0.0	0.0	3059829	0.0	37551	217	ncbi
GCA_017708895.1_PDT000996321.1	98.99	1.01	100.0	3067382	0.0	32113	219	ncbi
GCA_017708915.1_PDT000996319.1	98.99	0.0	0.0	3001371	0.0	40113	214	ncbi
GCA_017708935.1_PDT000996344.1	98.99	0.0	0.0	3154447	0.0	48125	198	ncbi
GCA_017708955.1_PDT000996341.1	98.99	1.01	100.0	3065391	0.0	22462	287	ncbi
GCA_017708975.1_PDT000996346.1	98.99	3.03	100.0	3094739	1.0	37214	208	ncbi
GCA_017708995.1_PDT000996323.1	98.99	2.02	100.0	2900259	1.0	34679	227	ncbi
GCA_017709015.1_PDT000996318.1	98.99	0.0	0.0	3291241	0.0	30848	314	ncbi
GCA_017709035.1_PDT000996315.1	98.99	1.01	100.0	3043578	0.0	37146	199	ncbi
GCA_017709055.1_PDT000996311.1	98.99	1.01	100.0	3068467	0.0	37000	205	ncbi
GCA_017709075.1_PDT000996316.1	98.99	3.03	100.0	3055324	0.0	37016	193	ncbi
GCA_017709095.1_PDT000996313.1	98.99	4.04	100.0	3080334	0.0	30369	252	ncbi
GCA_017709115.1_PDT000996312.1	98.99	2.02	100.0	3033685	0.0	38923	184	ncbi
GCA_017709135.1_PDT000996304.1	98.99	0.0	0.0	3145381	0.0	32497	225	ncbi
GCA_017709155.1_PDT000996310.1	98.99	0.0	0.0	2873862	0.0	39013	179	ncbi
GCA_017709175.1_PDT000996307.1	98.99	0.0	0.0	3129484	0.0	34963	207	ncbi
GCA_017709195.1_PDT000996303.1	98.99	0.34	100.0	3049484	0.0	34779	206	ncbi
GCA_017709215.1_PDT000996302.1	98.99	0.0	0.0	3025611	0.0	34962	208	ncbi
GCA_017709235.1_PDT000996299.1	98.99	0.0	0.0	3112135	0.0	30488	230	ncbi
GCA_017709255.1_PDT000996300.1	98.99	0.0	0.0	3295929	0.0	21103	464	ncbi
GCA_017709275.1_PDT000996482.1	98.99	4.04	100.0	3121853	1.0	37245	240	ncbi
GCA_017709295.1_PDT000996295.1	98.99	0.0	0.0	3268101	0.0	23349	456	ncbi
GCA_017709315.1_PDT000996301.1	98.99	4.04	100.0	3185720	1.0	34117	210	ncbi
GCA_017709335.1_PDT000996336.1	98.99	1.01	100.0	3069682	1.0	38904	214	ncbi
GCA_017709355.1_PDT000996368.1	98.99	2.02	100.0	3059277	0.0	39223	204	ncbi
GCA_017709375.1_PDT000996294.1	98.99	0.0	0.0	3136262	0.0	22352	254	ncbi
GCA_017709395.1_PDT000996292.1	98.99	5.05	100.0	3174412	1.0	34962	197	ncbi
GCA_017709415.1_PDT000996291.1	98.99	0.0	0.0	3060987	0.0	38580	233	ncbi
GCA_017709435.1_PDT000996287.1	98.99	3.03	100.0	3074097	0.0	32502	215	ncbi
GCA_017709455.1_PDT000996288.1	98.99	2.02	100.0	3127824	0.0	40668	203	ncbi
GCA_017709475.1_PDT000996284.1	98.99	0.0	0.0	3064475	0.0	37091	207	ncbi
GCA_017709495.1_PDT000996283.1	98.99	2.02	100.0	3092868	0.0	37208	210	ncbi
GCA_017709515.1_PDT000996282.1	98.99	2.02	100.0	2983952	1.0	32950	194	ncbi
GCA_017709535.1_PDT000996280.1	98.99	2.02	100.0	2993550	1.0	40804	179	ncbi
GCA_017709555.1_PDT000996278.1	98.99	6.06	100.0	3165152	1.0	37146	186	ncbi
GCA_017709575.1_PDT000996281.1	98.99	5.05	100.0	3100257	1.0	28601	226	ncbi
GCA_017709595.1_PDT000996276.1	98.99	0.0	0.0	3044921	0.0	34118	234	ncbi
GCA_017709615.1_PDT000996275.1	98.99	2.02	100.0	3133168	1.0	33263	199	ncbi
GCA_017709715.1_PDT000996397.1	98.99	0.0	0.0	3104089	0.0	40478	211	ncbi
GCA_017709735.1_PDT000996386.1	98.99	2.02	100.0	3087216	1.0	34660	210	ncbi
GCA_017709755.1_PDT000996375.1	98.99	0.0	0.0	2880807	0.0	34662	203	ncbi
GCA_017709775.1_PDT000996305.1	98.99	2.61	0.0	3235656	0.0	31893	405	ncbi
GCA_017709795.1_PDT000996330.1	98.99	2.02	100.0	3079323	1.0	36998	198	ncbi
GCA_017709815.1_PDT000996229.1	98.99	1.01	100.0	3079655	0.0	34118	232	ncbi
GCA_017709955.1_PDT000996756.1	98.99	0.0	0.0	3028129	0.0	23509	329	ncbi
GCA_017709965.1_PDT000996761.1	98.99	1.01	100.0	3032826	0.0	27859	285	ncbi
GCA_017709995.1_PDT000996712.1	98.99	2.02	100.0	3068709	1.0	34330	250	ncbi
GCA_017710015.1_PDT000996736.1	98.99	0.0	0.0	3045123	0.0	34687	252	ncbi
GCA_017710035.1_PDT000996751.1	98.99	0.0	0.0	3028888	0.0	29110	267	ncbi
GCA_017710055.1_PDT000996710.1	98.99	0.0	0.0	3039927	0.0	34330	258	ncbi
GCA_017710075.1_PDT000996701.1	98.99	0.51	100.0	3049802	0.0	33737	246	ncbi
GCA_017710095.1_PDT000996685.1	98.99	2.02	100.0	3064032	0.0	15762	493	ncbi
GCA_017710115.1_PDT000996695.1	98.99	0.0	0.0	3061287	0.0	38902	224	ncbi
GCA_017710135.1_PDT000996691.1	98.99	0.0	0.0	3007300	0.0	35267	209	ncbi
GCA_017710155.1_PDT000996681.1	98.99	0.0	0.0	3021353	0.0	34687	212	ncbi
GCA_017710175.1_PDT000996651.1	98.99	1.01	100.0	3066576	0.0	25194	289	ncbi
GCA_017710195.1_PDT000996680.1	98.99	0.0	0.0	3056977	0.0	35967	212	ncbi
GCA_017710215.1_PDT000996650.1	98.99	0.0	0.0	3004028	0.0	25373	267	ncbi
GCA_017710235.1_PDT000996645.1	98.99	0.0	0.0	3037275	0.0	37214	215	ncbi
GCA_017710255.1_PDT000996644.1	98.99	3.03	100.0	3121290	1.0	39259	225	ncbi
GCA_017710275.1_PDT000996639.1	98.99	0.0	0.0	3058997	0.0	37077	232	ncbi
GCA_017710295.1_PDT000996507.1	98.99	1.01	100.0	3046170	0.0	32502	204	ncbi
GCA_017710315.1_PDT000996442.1	98.99	0.0	0.0	3013485	0.0	33572	212	ncbi
GCA_017710335.1_PDT000996432.1	98.99	6.06	100.0	3136141	1.0	37000	202	ncbi
GCA_017710355.1_PDT000996411.1	98.99	0.67	100.0	3039102	0.0	34119	216	ncbi
GCA_017710375.1_PDT000996391.1	98.99	2.69	100.0	3092504	1.0	37146	192	ncbi
GCA_017710395.1_PDT000996405.1	98.99	0.0	0.0	2899369	0.0	40743	188	ncbi
GCA_017710415.1_PDT000996385.1	98.99	0.0	0.0	3124381	0.0	40478	194	ncbi
GCA_017710435.1_PDT000996370.1	98.99	0.0	0.0	2934696	0.0	45748	227	ncbi
GCA_017710455.1_PDT000996361.1	98.99	0.0	0.0	3101012	0.0	32533	222	ncbi
GCA_017710475.1_PDT000996360.1	98.99	0.0	0.0	2935293	0.0	32910	217	ncbi
GCA_017710495.1_PDT000996354.1	98.99	2.02	100.0	3112888	0.0	39223	215	ncbi
GCA_017710505.1_PDT000996320.1	98.99	3.03	66.67	3298877	1.0	27142	290	ncbi
GCA_017710535.1_PDT000996355.1	98.99	0.0	0.0	3105763	0.0	37551	231	ncbi
GCA_017710855.1_PDT000996843.1	98.99	1.01	100.0	3052806	0.0	37016	205	ncbi
GCA_017710875.1_PDT000996752.1	98.99	1.01	100.0	3057923	0.0	21801	294	ncbi
GCA_017710885.1_PDT000996757.1	98.99	1.01	100.0	3060036	0.0	31704	253	ncbi
GCA_017710915.1_PDT000996783.1	98.99	0.0	0.0	3130950	0.0	34963	234	ncbi
GCA_017710925.1_PDT000996711.1	98.99	1.01	100.0	3019626	0.0	32178	251	ncbi
GCA_017710955.1_PDT000996700.1	98.99	0.0	0.0	3040102	0.0	30589	257	ncbi
GCA_017710975.1_PDT000996666.1	98.99	1.01	100.0	3054183	0.0	29983	253	ncbi
GCA_017710995.1_PDT000996654.1	98.99	0.0	0.0	3005491	0.0	23349	299	ncbi
GCA_017711015.1_PDT000996462.1	98.99	3.03	100.0	3003692	0.0	37165	213	ncbi
GCA_017711035.1_PDT000996522.1	98.99	2.02	100.0	3044491	0.0	27301	243	ncbi
GCA_017711055.1_PDT000996379.1	98.99	1.01	0.0	3027225	0.0	28603	264	ncbi
GCA_017711095.1_PDT000996369.1	98.99	8.08	100.0	3130986	1.0	36998	215	ncbi
GCA_017711115.1_PDT000996363.1	98.99	0.0	0.0	3050849	0.0	32990	211	ncbi
GCA_017711135.1_PDT000996359.1	98.99	2.02	100.0	3080082	1.0	32883	215	ncbi
GCA_017711155.1_PDT000996267.1	98.99	1.01	100.0	3066156	0.0	23642	309	ncbi
GCA_017711175.1_PDT000996259.1	98.99	0.0	0.0	3036293	0.0	32168	250	ncbi
GCA_017711195.1_PDT000996251.1	98.99	0.0	0.0	2976095	0.0	13912	442	ncbi
GCA_017711215.1_PDT000996250.1	98.99	0.0	0.0	3052589	0.0	29079	257	ncbi
GCA_017711235.1_PDT000996248.1	98.99	0.0	0.0	3041825	0.0	34636	252	ncbi
GCA_017711255.1_PDT000996246.1	98.99	0.0	0.0	2991238	0.0	23008	316	ncbi
GCA_017711275.1_PDT000996245.1	98.99	0.0	0.0	3013396	0.0	27728	265	ncbi
GCA_017711295.1_PDT000996242.1	98.99	4.04	100.0	3045480	0.0	37000	198	ncbi
GCA_017711315.1_PDT000996237.1	98.99	4.04	100.0	3118944	1.0	38904	226	ncbi
GCA_017711335.1_PDT000996236.1	98.99	2.02	100.0	3113031	0.0	37214	228	ncbi
GCA_017711355.1_PDT000996235.1	98.99	4.04	100.0	3144187	0.0	24551	330	ncbi
GCA_017711375.1_PDT000996234.1	98.99	7.07	100.0	3157502	1.0	34688	220	ncbi
GCA_017711395.1_PDT000996232.1	98.99	3.03	100.0	3096579	1.0	37214	217	ncbi
GCA_017711415.1_PDT000996230.1	98.99	0.0	0.0	3017058	0.0	22936	329	ncbi
GCA_017711435.1_PDT000996227.1	98.99	3.03	100.0	2998950	0.0	39477	201	ncbi
GCA_017711455.1_PDT000997097.1	98.99	5.05	100.0	3126217	1.0	34962	195	ncbi
GCA_017711465.1_PDT000996225.1	98.99	1.01	100.0	3097358	0.0	38902	206	ncbi
GCA_017711495.1_PDT000996226.1	98.99	0.0	0.0	3074004	0.0	38904	204	ncbi
GCA_017711515.1_PDT000996975.1	98.99	7.07	100.0	3117372	1.0	37252	189	ncbi
GCA_017711535.1_PDT000996314.1	98.99	2.02	100.0	2920688	1.0	56270	122	ncbi
GCA_017711555.1_PDT000996279.1	98.99	8.08	100.0	3120189	1.0	37146	188	ncbi
GCA_017712105.1_PDT000996488.1	98.99	2.02	100.0	2956465	1.0	29133	219	ncbi
GCA_017712155.1_PDT000996289.1	98.99	2.02	100.0	2946704	1.0	50311	169	ncbi
GCA_017712175.1_PDT000996272.1	98.99	0.0	0.0	3113914	0.0	31704	273	ncbi
GCA_017712195.1_PDT000996270.1	98.99	0.0	0.0	3023642	0.0	32322	244	ncbi
GCA_017712215.1_PDT000996269.1	98.99	0.67	100.0	3007219	0.0	32151	232	ncbi
GCA_017712235.1_PDT000996268.1	98.99	0.0	0.0	3008765	0.0	34789	237	ncbi
GCA_017712255.1_PDT000996265.1	98.99	0.0	0.0	3023338	0.0	32497	229	ncbi
GCA_017712275.1_PDT000996264.1	98.99	0.0	0.0	3071089	0.0	35388	258	ncbi
GCA_017712295.1_PDT000996262.1	98.99	0.0	0.0	3015804	0.0	29679	259	ncbi
GCA_017712315.1_PDT000996263.1	98.99	5.05	100.0	3110123	1.0	34962	202	ncbi
GCA_017712335.1_PDT000996261.1	98.99	2.02	100.0	3024785	1.0	32091	246	ncbi
GCA_017712355.1_PDT000996258.1	98.99	0.0	0.0	3002230	0.0	19076	352	ncbi
GCA_017712375.1_PDT000996260.1	98.99	3.03	100.0	3085283	1.0	27249	276	ncbi
GCA_017712395.1_PDT000996257.1	98.99	0.0	0.0	3001608	0.0	18800	357	ncbi
GCA_017712415.1_PDT000996254.1	98.99	0.0	0.0	2999265	0.0	22444	329	ncbi
GCA_017712435.1_PDT000996252.1	98.99	1.01	100.0	3026229	0.0	31842	276	ncbi
GCA_017712455.1_PDT000996244.1	98.99	1.01	100.0	3078665	0.0	32278	251	ncbi
GCA_017712475.1_PDT000996231.1	98.99	0.0	0.0	3057026	0.0	34962	218	ncbi
GCA_017712495.1_PDT000997086.1	98.99	0.0	0.0	3050662	0.0	36230	213	ncbi
GCA_017712515.1_PDT000996823.1	98.99	5.39	100.0	3182077	0.0	34789	209	ncbi
GCA_017712535.1_PDT000996768.1	98.99	2.02	100.0	3073580	0.0	33824	267	ncbi
GCA_017712555.1_PDT000996767.1	98.99	0.34	100.0	3004443	0.0	26515	282	ncbi
GCA_017712575.1_PDT000996285.1	98.99	1.01	100.0	3122091	0.0	45086	193	ncbi
GCA_017712595.1_PDT000996228.1	98.99	0.0	0.0	3078243	0.0	37212	240	ncbi
GCA_017712615.1_PDT000996273.1	98.99	2.02	100.0	3064875	1.0	34789	184	ncbi
GCA_017713395.1_PDT000997118.1	98.99	6.06	100.0	3101532	1.0	37152	185	ncbi
GCA_017713415.1_PDT000997108.1	98.99	2.02	100.0	3051236	0.0	34687	205	ncbi
GCA_017713435.1_PDT000996812.1	98.99	0.0	0.0	3075116	0.0	35193	218	ncbi
GCA_017713455.1_PDT000996824.1	98.99	0.0	0.0	3053664	0.0	32696	226	ncbi
GCA_017713475.1_PDT000996773.1	98.99	2.02	100.0	3059637	1.0	32696	219	ncbi
GCA_017713495.1_PDT000996793.1	98.99	3.03	100.0	3113262	0.0	32497	235	ncbi
GCA_017713515.1_PDT000996604.1	98.99	1.01	100.0	3061844	0.0	34962	195	ncbi
GCA_017713535.1_PDT000996707.1	98.99	0.0	0.0	3028314	0.0	29109	269	ncbi
GCA_017713555.1_PDT000996771.1	98.99	3.7	100.0	3085967	0.0	32707	244	ncbi
GCA_017713575.1_PDT000996512.1	98.99	0.0	0.0	3025970	0.0	34553	213	ncbi
GCA_017713595.1_PDT000996477.1	98.99	2.02	100.0	3051558	0.0	35033	197	ncbi
GCA_017713615.1_PDT000996473.1	98.99	1.01	100.0	3074588	0.0	37143	192	ncbi
GCA_017713635.1_PDT000996472.1	98.99	1.01	100.0	3085639	0.0	26846	254	ncbi
GCA_017713655.1_PDT000996463.1	98.99	2.02	100.0	2946225	1.0	36127	190	ncbi
GCA_017713675.1_PDT000996456.1	98.99	0.0	0.0	3128603	0.0	37373	195	ncbi
GCA_017713695.1_PDT000996471.1	98.99	4.04	100.0	3097863	0.0	37247	184	ncbi
GCA_017713715.1_PDT000996446.1	98.99	0.0	0.0	2999834	0.0	34662	200	ncbi
GCA_017713735.1_PDT000996421.1	98.99	6.06	100.0	3080794	0.0	32552	206	ncbi
GCA_017713755.1_PDT000996410.1	98.99	0.0	0.0	3061047	0.0	31362	221	ncbi
GCA_017713775.1_PDT000996412.1	98.99	0.0	0.0	3037976	0.0	34118	228	ncbi
GCA_017713795.1_PDT000996406.1	98.99	0.0	0.0	3135969	0.0	40478	197	ncbi
GCA_017713815.1_PDT000996407.1	98.99	1.01	100.0	3048543	1.0	35882	198	ncbi
GCA_017713835.1_PDT000996396.1	98.99	0.0	0.0	2830387	0.0	36568	204	ncbi
GCA_017713855.1_PDT000996366.1	98.99	0.0	0.0	2938452	0.0	31114	223	ncbi
GCA_017713875.1_PDT000996390.1	98.99	2.02	100.0	3096435	1.0	34636	213	ncbi
GCA_017713885.1_PDT000996329.1	98.99	0.0	0.0	3127173	0.0	34668	201	ncbi
GCA_017713915.1_PDT000996392.1	98.99	0.0	0.0	2945383	0.0	36929	183	ncbi
GCA_017713935.1_PDT000996309.1	98.99	0.0	0.0	2958635	0.0	19457	358	ncbi
GCA_017713955.1_PDT000996293.1	98.99	6.06	100.0	3142587	1.0	37149	196	ncbi
GCA_017713975.1_PDT000996290.1	98.99	1.01	100.0	2912083	0.0	27075	202	ncbi
GCA_017715295.1_PDT000995868.1	98.99	2.02	100.0	2926697	3.0	133825	59	ncbi
GCA_017715315.1_PDT000995867.1	98.99	2.02	100.0	2873931	3.0	101395	61	ncbi
GCA_017715335.1_PDT000995862.1	98.99	3.03	100.0	3144088	3.0	96914	91	ncbi
GCA_017715355.1_PDT000995857.1	98.99	3.03	100.0	3066370	3.0	51048	116	ncbi
GCA_017715375.1_PDT000996986.1	98.99	2.02	100.0	3069716	0.0	34789	199	ncbi
GCA_017715395.1_PDT000996964.1	98.99	2.02	100.0	3061875	1.0	35888	185	ncbi
GCA_017715415.1_PDT000995856.1	98.99	2.02	100.0	3085742	3.0	97061	79	ncbi
GCA_017715435.1_PDT000996909.1	98.99	0.0	0.0	3044768	0.0	36230	206	ncbi
GCA_017715455.1_PDT000996920.1	98.99	4.04	100.0	3065315	0.0	32322	214	ncbi
GCA_017715475.1_PDT000996832.1	98.99	2.02	100.0	3064157	0.0	27536	256	ncbi
GCA_017715495.1_PDT000996781.1	98.99	0.0	0.0	3057779	0.0	32502	235	ncbi
GCA_017715515.1_PDT000996737.1	98.99	1.01	100.0	3038492	0.0	30991	236	ncbi
GCA_017715535.1_PDT000996726.1	98.99	0.0	0.0	2923200	0.0	41206	159	ncbi
GCA_017715555.1_PDT000996715.1	98.99	6.06	100.0	3101169	1.0	37252	182	ncbi
GCA_017715575.1_PDT000996671.1	98.99	0.0	0.0	2903212	0.0	25110	276	ncbi
GCA_017715595.1_PDT000997041.1	98.99	2.02	100.0	3158125	0.0	27073	263	ncbi
GCA_017715615.1_PDT000996615.1	98.99	0.0	0.0	3090250	0.0	23641	297	ncbi
GCA_017715635.1_PDT000996593.1	98.99	3.03	100.0	3132822	1.0	29174	257	ncbi
GCA_017715655.1_PDT000996559.1	98.99	2.02	100.0	3074241	1.0	33576	210	ncbi
GCA_017715675.1_PDT000996519.1	98.99	2.02	100.0	3000494	0.0	32909	228	ncbi
GCA_017715695.1_PDT000996487.1	98.99	2.02	100.0	2949871	1.0	26850	230	ncbi
GCA_017715715.1_PDT000996476.1	98.99	0.0	0.0	2964993	0.0	29572	225	ncbi
